mac,timestamp,humidity,temperature,battery
cc:db:a7:92:ba:d0,2025-11-19 20:21:11,26.964592,21.3125,2.625494
cc:db:a7:92:ba:d0,2025-11-19 20:21:01,27.260071,21.25,2.626784
cc:db:a7:92:ba:d0,2025-11-19 20:20:51,26.979244,21.3125,2.621465
cc:db:a7:92:ba:d0,2025-11-19 20:20:11,27.211231,21.25,2.634359
cc:db:a7:92:ba:d0,2025-11-19 20:20:01,26.964592,21.3125,2.638227
cc:db:a7:92:ba:d0,2025-11-19 20:19:51,26.915752,21.3125,2.636454
cc:db:a7:92:ba:d0,2025-11-19 20:19:41,26.993895,21.25,2.634359
cc:db:a7:92:ba:d0,2025-11-19 20:19:31,26.791208,21.25,2.636776
cc:db:a7:92:ba:d0,2025-11-19 20:19:21,26.947498,21.25,2.637905
cc:db:a7:92:ba:d0,2025-11-19 20:19:11,27.028084,21.25,2.636776
cc:db:a7:92:ba:d0,2025-11-19 20:19:01,26.947498,21.25,2.633714
cc:db:a7:92:ba:d0,2025-11-19 20:18:51,26.884007,21.25,2.636132
cc:db:a7:92:ba:d0,2025-11-19 20:18:41,27.001221,21.1875,2.634198
cc:db:a7:92:ba:d0,2025-11-19 20:18:31,27.064711,21.1875,2.639517
cc:db:a7:92:ba:d0,2025-11-19 20:18:21,27.02564,21.1875,2.635809
cc:db:a7:92:ba:d0,2025-11-19 20:17:53,26.979244,21.1875,2.633876
cc:db:a7:92:ba:d0,2025-11-19 20:17:43,26.969475,21.1875,2.64419
cc:db:a7:92:ba:d0,2025-11-19 20:17:33,26.959705,21.1875,2.638227
cc:db:a7:92:ba:d0,2025-11-19 20:17:23,26.930405,21.1875,2.638711
cc:db:a7:92:ba:d0,2025-11-19 20:17:13,27.001221,21.25,2.640806
cc:db:a7:92:ba:d0,2025-11-19 20:17:03,26.935286,21.25,2.643384
cc:db:a7:92:ba:d0,2025-11-19 20:16:53,27.07448,21.25,2.643224
cc:db:a7:92:ba:d0,2025-11-19 20:16:43,26.979244,21.25,2.641773
cc:db:a7:92:ba:d0,2025-11-19 20:16:33,26.910866,21.25,2.647414
cc:db:a7:92:ba:d0,2025-11-19 20:16:23,26.971918,21.25,2.643868
cc:db:a7:92:ba:d0,2025-11-19 20:16:13,26.981688,21.25,2.64
cc:db:a7:92:ba:d0,2025-11-19 20:16:03,26.959705,21.25,2.64274
cc:db:a7:92:ba:d0,2025-11-19 20:15:37,26.913309,21.25,2.644352
cc:db:a7:92:ba:d0,2025-11-19 20:15:27,27.12332,21.25,2.642901
cc:db:a7:92:ba:d0,2025-11-19 20:15:17,26.901096,21.25,2.646769
cc:db:a7:92:ba:d0,2025-11-19 20:15:07,26.886446,21.1875,2.641773
cc:db:a7:92:ba:d0,2025-11-19 20:14:57,27.069599,21.25,2.644674
cc:db:a7:92:ba:d0,2025-11-19 20:14:47,27.018314,21.1875,2.644352
cc:db:a7:92:ba:d0,2025-11-19 20:14:37,27.135532,21.1875,2.647091
cc:db:a7:92:ba:d0,2025-11-19 20:14:27,27.108669,21.1875,2.644674
cc:db:a7:92:ba:d0,2025-11-19 20:14:17,26.923079,21.1875,2.647253
cc:db:a7:92:ba:d0,2025-11-19 20:14:07,27.020758,21.1875,2.649026
cc:db:a7:92:ba:d0,2025-11-19 20:13:57,26.910866,21.125,2.644352
cc:db:a7:92:ba:d0,2025-11-19 20:13:47,26.83028,21.1875,2.642256
cc:db:a7:92:ba:d0,2025-11-19 20:13:22,27.064711,21.25,2.650799
cc:db:a7:92:ba:d0,2025-11-19 20:13:12,26.925516,21.25,2.649832
cc:db:a7:92:ba:d0,2025-11-19 20:13:02,27.02564,21.25,2.652249
cc:db:a7:92:ba:d0,2025-11-19 20:12:52,27.218555,21.25,2.651604
cc:db:a7:92:ba:d0,2025-11-19 20:12:42,27.07448,21.25,2.649509
cc:db:a7:92:ba:d0,2025-11-19 20:12:32,26.989014,21.25,2.649993
cc:db:a7:92:ba:d0,2025-11-19 20:12:22,26.815628,21.1875,2.651282
cc:db:a7:92:ba:d0,2025-11-19 20:12:12,26.800978,21.25,2.652088
cc:db:a7:92:ba:d0,2025-11-19 20:12:02,27.018314,21.25,2.650476
cc:db:a7:92:ba:d0,2025-11-19 20:11:52,26.969475,21.25,2.651443
cc:db:a7:92:ba:d0,2025-11-19 20:11:42,26.91819,21.25,2.652088
cc:db:a7:92:ba:d0,2025-11-19 20:11:32,26.947498,21.25,2.650637
cc:db:a7:92:ba:d0,2025-11-19 20:11:05,27.191698,21.25,2.654828
cc:db:a7:92:ba:d0,2025-11-19 20:10:55,27.028084,21.25,2.651766
cc:db:a7:92:ba:d0,2025-11-19 20:10:45,26.976799,21.25,2.651604
cc:db:a7:92:ba:d0,2025-11-19 20:10:35,26.930405,21.25,2.6537
cc:db:a7:92:ba:d0,2025-11-19 20:10:25,26.942612,21.25,2.655634
cc:db:a7:92:ba:d0,2025-11-19 20:10:15,26.969475,21.25,2.650315
cc:db:a7:92:ba:d0,2025-11-19 20:10:05,26.90354,21.25,2.654989
cc:db:a7:92:ba:d0,2025-11-19 20:09:55,27.157509,21.25,2.653861
cc:db:a7:92:ba:d0,2025-11-19 20:09:45,27.054947,21.25,2.653377
cc:db:a7:92:ba:d0,2025-11-19 20:09:35,27.018314,21.25,2.65515
cc:db:a7:92:ba:d0,2025-11-19 20:09:25,26.898659,21.25,2.658535
cc:db:a7:92:ba:d0,2025-11-19 20:09:15,26.888889,21.25,2.656923
cc:db:a7:92:ba:d0,2025-11-19 20:08:49,27.169716,21.25,2.655956
cc:db:a7:92:ba:d0,2025-11-19 20:08:39,26.896214,21.3125,2.657568
cc:db:a7:92:ba:d0,2025-11-19 20:08:29,26.967031,21.25,2.656601
cc:db:a7:92:ba:d0,2025-11-19 20:08:19,26.971918,21.25,2.65515
cc:db:a7:92:ba:d0,2025-11-19 20:08:09,27.057384,21.3125,2.652732
cc:db:a7:92:ba:d0,2025-11-19 20:07:59,27.001221,21.3125,2.655473
cc:db:a7:92:ba:d0,2025-11-19 20:07:49,26.984125,21.3125,2.659179
cc:db:a7:92:ba:d0,2025-11-19 20:07:39,26.954824,21.3125,2.657245
cc:db:a7:92:ba:d0,2025-11-19 20:07:29,26.881563,21.25,2.656762
cc:db:a7:92:ba:d0,2025-11-19 20:07:19,26.91819,21.25,2.657729
cc:db:a7:92:ba:d0,2025-11-19 20:07:09,26.920635,21.3125,2.659018
cc:db:a7:92:ba:d0,2025-11-19 20:06:59,26.91819,21.3125,2.658212
cc:db:a7:92:ba:d0,2025-11-19 20:06:34,27.032965,21.25,2.66063
cc:db:a7:92:ba:d0,2025-11-19 20:06:24,26.969475,21.3125,2.66337
cc:db:a7:92:ba:d0,2025-11-19 20:06:14,27.030527,21.3125,2.658374
cc:db:a7:92:ba:d0,2025-11-19 20:06:04,27.120876,21.3125,2.657245
cc:db:a7:92:ba:d0,2025-11-19 20:05:54,26.989014,21.3125,2.658696
cc:db:a7:92:ba:d0,2025-11-19 20:05:44,26.981688,21.3125,2.657407
cc:db:a7:92:ba:d0,2025-11-19 20:05:34,26.989014,21.3125,2.661597
cc:db:a7:92:ba:d0,2025-11-19 20:05:24,27.062273,21.3125,2.658212
cc:db:a7:92:ba:d0,2025-11-19 20:05:14,27.01099,21.3125,2.66337
cc:db:a7:92:ba:d0,2025-11-19 20:05:04,26.959705,21.3125,2.662081
cc:db:a7:92:ba:d0,2025-11-19 20:04:54,27.08913,21.3125,2.661919
cc:db:a7:92:ba:d0,2025-11-19 20:04:44,26.920635,21.3125,2.660308
cc:db:a7:92:ba:d0,2025-11-19 20:04:17,27.03541,21.3125,2.664176
cc:db:a7:92:ba:d0,2025-11-19 20:04:07,26.989014,21.3125,2.659502
cc:db:a7:92:ba:d0,2025-11-19 20:03:57,26.957268,21.3125,2.665465
cc:db:a7:92:ba:d0,2025-11-19 20:03:47,26.866913,21.3125,2.662081
cc:db:a7:92:ba:d0,2025-11-19 20:03:37,26.976799,21.3125,2.663048
cc:db:a7:92:ba:d0,2025-11-19 20:03:27,26.910866,21.3125,2.662081
cc:db:a7:92:ba:d0,2025-11-19 20:03:17,26.788765,21.375,2.664337
cc:db:a7:92:ba:d0,2025-11-19 20:03:07,26.971918,21.3125,2.66482
cc:db:a7:92:ba:d0,2025-11-19 20:02:57,26.959705,21.3125,2.663048
cc:db:a7:92:ba:d0,2025-11-19 20:02:47,26.952379,21.3125,2.662886
cc:db:a7:92:ba:d0,2025-11-19 20:02:37,26.969475,21.3125,2.665143
cc:db:a7:92:ba:d0,2025-11-19 20:02:27,27.13797,21.3125,2.662403
cc:db:a7:92:ba:d0,2025-11-19 20:02:02,26.825397,21.375,2.668205
cc:db:a7:92:ba:d0,2025-11-19 20:01:52,26.910866,21.375,2.666916
cc:db:a7:92:ba:d0,2025-11-19 20:01:42,26.993895,21.375,2.665465
cc:db:a7:92:ba:d0,2025-11-19 20:01:32,27.003664,21.375,2.669817
cc:db:a7:92:ba:d0,2025-11-19 20:01:22,27.001221,21.375,2.666754
cc:db:a7:92:ba:d0,2025-11-19 20:01:12,26.957268,21.375,2.666916
cc:db:a7:92:ba:d0,2025-11-19 20:01:02,27.130646,21.375,2.667238
cc:db:a7:92:ba:d0,2025-11-19 20:00:52,26.996338,21.375,2.67304
cc:db:a7:92:ba:d0,2025-11-19 20:00:42,27.106226,21.375,2.666754
cc:db:a7:92:ba:d0,2025-11-19 20:00:32,26.989014,21.375,2.667238
cc:db:a7:92:ba:d0,2025-11-19 20:00:22,27.02564,21.375,2.669656
cc:db:a7:92:ba:d0,2025-11-19 20:00:12,26.964592,21.375,2.666271
cc:db:a7:92:ba:d0,2025-11-19 19:59:44,26.959705,21.375,2.672557
cc:db:a7:92:ba:d0,2025-11-19 19:59:34,27.167278,21.375,2.674007
cc:db:a7:92:ba:d0,2025-11-19 19:59:24,26.989014,21.375,2.669978
cc:db:a7:92:ba:d0,2025-11-19 19:59:14,26.952379,21.375,2.674007
cc:db:a7:92:ba:d0,2025-11-19 19:59:04,27.032965,21.375,2.670784
cc:db:a7:92:ba:d0,2025-11-19 19:58:54,26.979244,21.375,2.675619
cc:db:a7:92:ba:d0,2025-11-19 19:58:44,27.111113,21.375,2.670945
cc:db:a7:92:ba:d0,2025-11-19 19:58:34,26.935286,21.375,2.67433
cc:db:a7:92:ba:d0,2025-11-19 19:58:24,27.05983,21.375,2.671751
cc:db:a7:92:ba:d0,2025-11-19 19:58:14,27.02564,21.375,2.672879
cc:db:a7:92:ba:d0,2025-11-19 19:58:04,26.932848,21.375,2.672557
cc:db:a7:92:ba:d0,2025-11-19 19:57:54,26.959705,21.4375,2.674491
cc:db:a7:92:ba:d0,2025-11-19 19:57:26,26.910866,21.375,2.67433
cc:db:a7:92:ba:d0,2025-11-19 19:57:16,26.908428,21.375,2.674974
cc:db:a7:92:ba:d0,2025-11-19 19:57:06,26.979244,21.4375,2.675297
cc:db:a7:92:ba:d0,2025-11-19 19:56:56,27.01099,21.375,2.676425
cc:db:a7:92:ba:d0,2025-11-19 19:56:46,26.859587,21.375,2.678359
cc:db:a7:92:ba:d0,2025-11-19 19:56:36,26.891333,21.4375,2.677392
cc:db:a7:92:ba:d0,2025-11-19 19:56:26,26.976799,21.4375,2.677714
cc:db:a7:92:ba:d0,2025-11-19 19:56:16,26.993895,21.375,2.675458
cc:db:a7:92:ba:d0,2025-11-19 19:56:06,27.023197,21.375,2.67852
cc:db:a7:92:ba:d0,2025-11-19 19:55:56,26.940172,21.375,2.678359
cc:db:a7:92:ba:d0,2025-11-19 19:55:46,26.857143,21.4375,2.678359
cc:db:a7:92:ba:d0,2025-11-19 19:55:36,26.969475,21.4375,2.681099
cc:db:a7:92:ba:d0,2025-11-19 19:55:10,27.142859,21.375,2.680454
cc:db:a7:92:ba:d0,2025-11-19 19:55:00,26.962149,21.375,2.681905
cc:db:a7:92:ba:d0,2025-11-19 19:54:50,27.001221,21.375,2.679648
cc:db:a7:92:ba:d0,2025-11-19 19:54:40,27.167278,21.375,2.67707
cc:db:a7:92:ba:d0,2025-11-19 19:54:30,26.964592,21.375,2.680777
cc:db:a7:92:ba:d0,2025-11-19 19:54:20,26.991451,21.375,2.679648
cc:db:a7:92:ba:d0,2025-11-19 19:54:10,26.927959,21.375,2.680615
cc:db:a7:92:ba:d0,2025-11-19 19:54:00,26.923079,21.375,2.680454
cc:db:a7:92:ba:d0,2025-11-19 19:53:50,26.913309,21.375,2.683033
cc:db:a7:92:ba:d0,2025-11-19 19:53:40,27.079369,21.4375,2.683355
cc:db:a7:92:ba:d0,2025-11-19 19:53:30,26.915752,21.4375,2.683194
cc:db:a7:92:ba:d0,2025-11-19 19:53:20,27.045177,21.4375,2.680454
cc:db:a7:92:ba:d0,2025-11-19 19:52:55,26.971918,21.375,2.682711
cc:db:a7:92:ba:d0,2025-11-19 19:52:45,26.884007,21.375,2.684967
cc:db:a7:92:ba:d0,2025-11-19 19:52:35,26.962149,21.375,2.681582
cc:db:a7:92:ba:d0,2025-11-19 19:52:25,26.976799,21.4375,2.684645
cc:db:a7:92:ba:d0,2025-11-19 19:52:15,26.920635,21.4375,2.682872
cc:db:a7:92:ba:d0,2025-11-19 19:52:05,26.954824,21.4375,2.682872
cc:db:a7:92:ba:d0,2025-11-19 19:51:55,27.133089,21.375,2.685289
cc:db:a7:92:ba:d0,2025-11-19 19:51:45,26.952379,21.375,2.684322
cc:db:a7:92:ba:d0,2025-11-19 19:51:35,26.969475,21.375,2.687707
cc:db:a7:92:ba:d0,2025-11-19 19:51:25,26.876677,21.4375,2.683355
cc:db:a7:92:ba:d0,2025-11-19 19:51:15,26.976799,21.4375,2.686418
cc:db:a7:92:ba:d0,2025-11-19 19:51:05,27.047617,21.4375,2.682872
cc:db:a7:92:ba:d0,2025-11-19 19:50:39,26.964592,21.375,2.686418
cc:db:a7:92:ba:d0,2025-11-19 19:50:29,26.947498,21.375,2.688674
cc:db:a7:92:ba:d0,2025-11-19 19:50:19,26.874239,21.4375,2.687062
cc:db:a7:92:ba:d0,2025-11-19 19:50:09,26.935286,21.4375,2.68674
cc:db:a7:92:ba:d0,2025-11-19 19:49:59,26.86935,21.4375,2.687546
cc:db:a7:92:ba:d0,2025-11-19 19:49:49,26.930405,21.4375,2.692059
cc:db:a7:92:ba:d0,2025-11-19 19:49:39,26.866913,21.4375,2.690769
cc:db:a7:92:ba:d0,2025-11-19 19:49:29,27.01099,21.4375,2.689963
cc:db:a7:92:ba:d0,2025-11-19 19:49:19,27.086693,21.4375,2.68819
cc:db:a7:92:ba:d0,2025-11-19 19:49:09,26.957268,21.4375,2.69093
cc:db:a7:92:ba:d0,2025-11-19 19:48:59,26.844931,21.4375,2.69222
cc:db:a7:92:ba:d0,2025-11-19 19:48:49,27.032965,21.4375,2.686095
cc:db:a7:92:ba:d0,2025-11-19 19:48:23,26.913309,21.4375,2.68948
cc:db:a7:92:ba:d0,2025-11-19 19:48:13,27.018314,21.4375,2.69496
cc:db:a7:92:ba:d0,2025-11-19 19:48:03,27.05983,21.4375,2.695765
cc:db:a7:92:ba:d0,2025-11-19 19:47:53,26.825397,21.5,2.692864
cc:db:a7:92:ba:d0,2025-11-19 19:47:43,26.964592,21.5,2.694154
cc:db:a7:92:ba:d0,2025-11-19 19:47:33,26.984125,21.4375,2.694154
cc:db:a7:92:ba:d0,2025-11-19 19:47:23,26.962149,21.4375,2.69222
cc:db:a7:92:ba:d0,2025-11-19 19:47:13,26.898659,21.4375,2.694637
cc:db:a7:92:ba:d0,2025-11-19 19:47:03,26.932848,21.4375,2.69222
cc:db:a7:92:ba:d0,2025-11-19 19:46:53,26.913309,21.5,2.693026
cc:db:a7:92:ba:d0,2025-11-19 19:46:43,26.976799,21.5,2.691253
cc:db:a7:92:ba:d0,2025-11-19 19:46:33,26.871794,21.5,2.693509
cc:db:a7:92:ba:d0,2025-11-19 19:46:07,26.888889,21.5625,2.697377
cc:db:a7:92:ba:d0,2025-11-19 19:45:57,26.913309,21.5625,2.698344
cc:db:a7:92:ba:d0,2025-11-19 19:45:47,26.947498,21.5,2.697377
cc:db:a7:92:ba:d0,2025-11-19 19:45:37,27.006107,21.5,2.69915
cc:db:a7:92:ba:d0,2025-11-19 19:45:27,26.996338,21.5,2.695927
cc:db:a7:92:ba:d0,2025-11-19 19:45:17,26.945055,21.5,2.702212
cc:db:a7:92:ba:d0,2025-11-19 19:45:07,27.020758,21.5625,2.697216
cc:db:a7:92:ba:d0,2025-11-19 19:44:57,26.862026,21.5625,2.697216
cc:db:a7:92:ba:d0,2025-11-19 19:44:47,26.949936,21.5625,2.696249
cc:db:a7:92:ba:d0,2025-11-19 19:44:37,26.991451,21.5625,2.697539
cc:db:a7:92:ba:d0,2025-11-19 19:44:27,26.898659,21.5,2.696733
cc:db:a7:92:ba:d0,2025-11-19 19:44:17,26.852257,21.5,2.697861
cc:db:a7:92:ba:d0,2025-11-19 19:43:51,26.952379,21.5,2.699795
cc:db:a7:92:ba:d0,2025-11-19 19:43:41,26.930405,21.5,2.699795
cc:db:a7:92:ba:d0,2025-11-19 19:43:31,27.01099,21.5,2.699956
cc:db:a7:92:ba:d0,2025-11-19 19:43:21,26.962149,21.5,2.700762
cc:db:a7:92:ba:d0,2025-11-19 19:43:11,26.915752,21.5625,2.703502
cc:db:a7:92:ba:d0,2025-11-19 19:43:01,26.940172,21.5,2.700439
cc:db:a7:92:ba:d0,2025-11-19 19:42:51,27.081806,21.5,2.699634
cc:db:a7:92:ba:d0,2025-11-19 19:42:41,26.952379,21.5,2.700117
cc:db:a7:92:ba:d0,2025-11-19 19:42:31,27.023197,21.5,2.701568
cc:db:a7:92:ba:d0,2025-11-19 19:42:21,26.930405,21.5,2.699311
cc:db:a7:92:ba:d0,2025-11-19 19:42:11,26.949936,21.5,2.69915
cc:db:a7:92:ba:d0,2025-11-19 19:42:01,26.962149,21.5,2.695443
cc:db:a7:92:ba:d0,2025-11-19 19:41:35,26.881563,21.5625,2.704469
cc:db:a7:92:ba:d0,2025-11-19 19:41:25,26.866913,21.5625,2.702857
cc:db:a7:92:ba:d0,2025-11-19 19:41:15,26.749695,21.5625,2.702857
cc:db:a7:92:ba:d0,2025-11-19 19:41:05,26.884007,21.5625,2.702374
cc:db:a7:92:ba:d0,2025-11-19 19:40:55,27.008545,21.5625,2.703502
cc:db:a7:92:ba:d0,2025-11-19 19:40:45,26.952379,21.5625,2.703824
cc:db:a7:92:ba:d0,2025-11-19 19:40:35,26.940172,21.5625,2.703502
cc:db:a7:92:ba:d0,2025-11-19 19:40:25,26.957268,21.5625,2.704308
